Word,SUBTLWF
richness,0.29
screenings,0.29
sequencing,0.33
shes,0.47
skinhead,0.29
sta,0.37
subscribed,0.29
sympathizer,0.29
texting,0.31
unfolded,0.29
venous,0.31
welterweight,0.35
amoeba,0.31
aught,0.35
bestiality,0.35
bidet,0.35
bodacious,0.33
briefcases,0.29
bullfight,0.29
centavos,0.29
cleat,0.43
clich,0.31
commas,0.31
cryogenic,0.33
eradication,0.29
frittata,0.33
grafts,0.33
gramophone,0.31
grassroots,0.29
grump,0.33
hayseed,0.31
ir,0.33
kennels,0.35
laddies,0.29
lobbyists,0.29
mire,0.43
moonbeams,0.31
paratrooper,0.31
renounced,0.29
scut,0.37
songwriters,0.31
succotash,0.35
thermals,0.29
tics,0.29
tonics,0.29
tranquilliser,0.31
trawler,0.45
boilers,0.29
cawing,0.41
chequebook,0.29
cherubs,0.29
construe,0.29
dens,0.29
diggings,0.29
electrode,0.29
extramarital,0.29
fajitas,0.39
inbounds,0.31
injector,0.31
inoperative,0.29
instep,0.31
kabobs,0.29
molesters,0.29
naturals,0.35
psoriasis,0.45
realisation,0.29
shifter,0.29
slits,0.29
squishing,0.29
tapestries,0.31
toi,0.29
benzene,0.43
boneyard,0.31
bubblegum,0.35
clack,0.43
dosed,0.29
efficacy,0.29
fungal,0.29
hedgehog,0.29
linkage,0.29
newsreader,0.33
objector,0.29
ostriches,0.31
poppet,0.33
signage,0.33
tailoring,0.29
barrack,0.35
cassock,0.29
chakras,0.29
enfold,0.29
logbook,0.29
restructured,0.29
router,0.29
applejack,0.57
asterisk,0.45
Emir,0.63
pulsars,0.33
broadband,0.31
changeover,0.31
pushcart,0.33
yeshiva,0.33
ampoules,0.29
ankh,0.33
backcountry,0.29
courtin,0.29
engravings,0.29
guilders,0.29
spellers,0.31
vane,0.31
diskette,0.29
orthotics,0.31
templates,0.29
Charlie,111.14
July,12.08
Carol,28.73
Whew,6.27
Swiss,6.29
Willie,21.43
Hardy,3.69
Manning,4.35
Cupid,2.51
Willows,1.90
Jag,1.75
Prof,2.96
Elm,1.43
Domino,4.02
Das,1.49
Spam,1.16
Hispanic,1.25
Flamingo,1.18
Quagmire,2.43
Fang,1.92
Looney,1.06
Asystole,0.82
Regrettably,0.65
Damnit,1.02
Drat,0.90
Shaggy,1.53
Ka,2.02
newsflash,0.63
Roadhouse,0.75
Bard,0.80
Briar,0.76
westward,0.47
Bedlam,1.22
Coca,4.20
tsunami,0.53
Veer,1.08
Woodland,1.12
conversing,0.49
fl,0.61
zodiac,0.61
Daredevil,0.65
minty,0.49
sociology,0.43
swank,0.47
triangles,0.41
citrus,0.51
emancipation,0.47
Hobbit,1.43
outreach,0.47
parachuted,0.41
scintillating,0.39
skivvies,0.41
aptly,0.39
baggie,0.41
burps,0.41
compounded,0.37
delectable,0.37
dismantling,0.39
friendlies,0.47
lookouts,0.53
nimrod,0.47
numbskull,0.39
opiate,0.39
pave,0.39
plucky,0.39
renown,0.39
Revue,0.73
tryst,0.39
weakly,0.39
advent,0.47
alerting,0.35
bicycles,0.37
Cob,0.69
consisting,0.35
contraceptives,0.35
copacetic,0.41
croaks,0.35
dilute,0.37
downy,0.41
drifters,0.39
ebb,0.35
emphatically,0.35
ethereal,0.37
extrapolate,0.35
facedown,0.35
firewater,0.37
ginseng,0.39
huffy,0.39
incline,0.37
landmarks,0.35
loosening,0.35
muted,0.39
pomp,0.39
scoured,0.35
slimming,0.35
strengthening,0.35
swooping,0.37
Traverse,0.73
ultimatums,0.35
unconscionable,0.35
unspoiled,0.37
unwashed,0.35
veils,0.37
absorption,0.35
alarmist,0.33
amaretto,0.43
amateurish,0.37
amphibian,0.39
atonement,0.35
basking,0.35
boozing,0.35
bronzed,0.33
carrion,0.35
cataclysmic,0.33
choirs,0.37
counterintelligence,0.37
cuticle,0.37
debonair,0.33
desperado,0.43
disabling,0.33
disadvantaged,0.33
Discord,1.02
drumstick,0.35
eases,0.35
elasticity,0.35
extricate,0.33
flayed,0.35
flowered,0.33
glisten,0.43
graphite,0.41
gratin,0.33
hedging,0.33
ignoramus,0.35
improvisation,0.39
inedible,0.35
jogs,0.33
justly,0.33
kickbacks,0.39
magnified,0.33
manicured,0.35
meddlesome,0.35
migrated,0.33
misspelled,0.33
newlywed,0.43
obliterate,0.35
outlying,0.33
pigskin,0.39
posturing,0.33
relaying,0.37
resolving,0.33
resorting,0.33
sharpener,0.33
skeet,0.51
skinning,0.33
skyrocket,0.33
snowballs,0.35
strolls,0.33
stubble,0.35
substituting,0.35
tassel,0.53
tolerates,0.33
wares,0.33
wreaths,0.33
yoghurt,0.35
abuser,0.31
achieves,0.31
administrations,0.31
administrators,0.35
aerodynamics,0.31
airy,0.31
allay,0.33
approving,0.31
assuredly,0.31
awakes,0.33
bandy,0.35
beachfront,0.35
beefed,0.31
bellowing,0.33
blackballed,0.31
blocker,0.35
bloodstained,0.31
boorish,0.35
brags,0.33
bundled,0.31
bunking,0.35
burly,0.33
burped,0.31
butchering,0.31
caca,0.41
carat,0.35
charmingly,0.33
chivalrous,0.35
cholo,0.41
civics,0.39
classically,0.35
comely,0.37
condescend,0.31
constituted,0.31
contraptions,0.31
contributes,0.31
covertly,0.35
cower,0.31
cruelest,0.33
dampen,0.31
deft,0.39
depreciation,0.35
diarrhoea,0.37
disappearances,0.31
disappoints,0.31
disintegrated,0.35
dismemberment,0.35
downtrodden,0.31
dramatics,0.31
drastically,0.31
drooled,0.31
dumpsters,0.47
dwells,0.33
egregious,0.33
endorsing,0.33
ensured,0.31
environmentally,0.31
equitable,0.35
exorcise,0.37
fallopian,0.43
falter,0.31
fantastically,0.39
fatherless,0.31
faucets,0.31
fervent,0.35
flared,0.31
flaring,0.31
fluctuations,0.31
fondled,0.31
frankness,0.31
fraternize,0.31
frilly,0.31
gobbledygook,0.37
gratefully,0.31
gratuity,0.31
headgear,0.31
honing,0.33
hotbed,0.31
hummus,0.37
humoring,0.33
incandescent,0.33
indeterminate,0.35
industrious,0.33
inefficiency,0.31
injustices,0.31
instilled,0.31
interrogations,0.33
introductory,0.33
isnt,0.43
kidnaps,0.33
leapfrog,0.35
lethargic,0.31
lioness,0.33
littler,0.31
misbehaving,0.31
misused,0.31
musculature,0.33
nothings,0.39
obliging,0.33
oeuvre,0.33
omelets,0.31
oversexed,0.31
overshot,0.35
overwork,0.35
paragraphs,0.31
paralyzing,0.33
peering,0.33
pests,0.33
pigmentation,0.31
playthings,0.37
poach,0.33
pocketknife,0.33
preconceived,0.31
prevalent,0.31
pried,0.33
prodded,0.31
profusely,0.31
prompting,0.31
pubs,0.35
racehorses,0.33
reappear,0.33
recuperate,0.35
reeds,0.31
refrigeration,0.33
regularity,0.31
relieves,0.31
restlessness,0.31
ruffians,0.31
salivating,0.31
scurrying,0.31
shortsighted,0.35
slanted,0.33
spines,0.31
subspecies,0.35
surmise,0.35
thesaurus,0.39
thwart,0.33
toddle,0.33
torments,0.31
trivialize,0.31
turntable,0.35
unappealing,0.31
unconstitutional,0.31
uninteresting,0.31
unprincipled,0.31
unsigned,0.39
untapped,0.31
utilized,0.31
vacated,0.31
waif,0.33
wannabes,0.33
weathered,0.33
weirdly,0.35
whupping,0.31
absinthe,0.55
activates,0.31
adjustable,0.31
affiliates,0.33
aflame,0.33
amplifier,0.31
appellate,0.33
arousal,0.37
bedpost,0.31
bicentennial,0.43
boasts,0.31
bombarding,0.31
boonies,0.33
botch,0.31
breadwinner,0.31
bristles,0.31
cafes,0.31
chariots,0.43
charting,0.33
chasm,0.35
cheapen,0.31
coattails,0.31
comebacks,0.31
constraints,0.31
craters,0.39
crematorium,0.37
dastardly,0.35
deducted,0.31
depiction,0.31
discern,0.33
economical,0.33
emasculating,0.33
embassies,0.31
embody,0.31
ensued,0.31
esoteric,0.37
euphoric,0.41
eviscerated,0.35
exporting,0.31
factored,0.31
fastidious,0.37
fingering,0.35
fission,0.31
forfeited,0.31
fretting,0.31
gargoyle,0.53
gnaw,0.37
gnawed,0.35
gravest,0.31
grille,0.35
grubs,0.45
grunge,0.35
highbrow,0.33
hiked,0.37
horseplay,0.37
hotheaded,0.31
indelicate,0.31
inevitability,0.35
insincere,0.31
interminable,0.31
internment,0.35
intricacies,0.31
legislate,0.31
liners,0.31
lingered,0.33
luster,0.31
mimics,0.31
mistreating,0.31
moniker,0.31
motionless,0.33
mucous,0.39
nagged,0.31
netting,0.35
nods,0.33
Oddball,0.67
overcooked,0.31
overexcited,0.31
overqualified,0.31
padlocked,0.31
pantomime,0.33
parochial,0.33
pervasive,0.31
predicated,0.31
premeditation,0.33
provokes,0.31
pukes,0.31
racists,0.33
reactionary,0.33
recessed,0.31
reigned,0.31
ribbed,0.35
ridding,0.31
scattering,0.33
scents,0.31
schizo,0.31
schmooze,0.33
sendoff,0.31
shampoos,0.31
shanty,0.45
sheared,0.35
shortening,0.33
sinkhole,0.31
sodomized,0.31
soups,0.33
stalkers,0.37
sympathise,0.31
therapies,0.31
thinning,0.37
trespassed,0.31
unconcerned,0.31
uninspired,0.35
unoccupied,0.33
unregistered,0.33
unsatisfactory,0.35
weeding,0.35
weekdays,0.31
whittling,0.31
wilds,0.31
Yam,0.84
yearbooks,0.35
alleging,0.31
anecdotal,0.37
arses,0.31
ascent,0.31
birdseed,0.35
bookshelves,0.31
Boomer,2.43
breakout,0.31
caterpillars,0.35
churchyard,0.31
compensations,0.33
craved,0.31
creases,0.31
crucifying,0.31
cutback,0.33
darndest,0.31
demotion,0.31
disarray,0.33
elongated,0.31
encampment,0.31
eroding,0.37
evidences,0.31
expenditures,0.31
flexing,0.31
garb,0.31
greenhorn,0.33
hangings,0.35
hemorrhagic,0.35
hickeys,0.33
hothouse,0.31
hyped,0.31
impale,0.33
interned,0.31
intersect,0.31
involuntarily,0.33
jellies,0.35
knockdown,0.35
milkshakes,0.33
monos,0.31
nomine,0.31
pallbearers,0.31
petulant,0.31
pivot,0.45
populace,0.31
preamble,0.31
pretences,0.31
primaries,0.37
purview,0.31
rattrap,0.33
rebate,0.31
recast,0.31
researches,0.33
resembled,0.31
salvo,0.37
scrying,0.39
seepage,0.33
serotonin,0.31
sizeable,0.31
slaw,0.33
slung,0.31
spooning,0.39
stasis,0.37
storehouse,0.31
storeys,0.31
sumptuous,0.31
surging,0.33
surpasses,0.31
tadpoles,0.55
telekinesis,0.41
thrush,0.37
transgressions,0.31
trove,0.33
vacuous,0.31
watchdogs,0.35
wedges,0.33
zoology,0.33
abductor,0.35
accredited,0.31
alternator,0.35
anastomosis,0.33
azaleas,0.35
compresses,0.31
continual,0.31
defile,0.33
disadvantages,0.31
dogface,0.47
earthbound,0.31
enclose,0.33
enhancing,0.41
evaporating,0.31
eyelid,0.33
fingerprinting,0.31
flapjacks,0.35
functioned,0.31
gait,0.31
gawk,0.31
graphs,0.31
honked,0.31
liberator,0.37
loaner,0.31
locale,0.31
lunchroom,0.33
melanoma,0.37
molars,0.31
mouthed,0.31
mussed,0.31
patriarch,0.31
pauses,0.31
periphery,0.31
physicals,0.31
prattling,0.31
prizefighter,0.31
resupply,0.35
rivet,0.33
scythe,0.31
seduces,0.33
signpost,0.31
sillier,0.31
stepsister,0.33
stoplight,0.31
streamline,0.51
teaspoons,0.33
tributary,0.31
truss,0.33
urologist,0.33
velour,0.43
wankers,0.33
windshields,0.31
wooed,0.31
workstation,0.33
alcove,0.47
beget,0.31
bucked,0.31
catharsis,0.33
chicky,0.53
columnists,0.33
cornea,0.31
cufflinks,0.35
cutdown,0.39
deliriously,0.33
demolitions,0.35
dimmer,0.33
diss,0.43
effusion,0.31
filings,0.31
firelight,0.49
frisked,0.31
gusting,0.31
independents,0.33
kitsch,0.35
loin,0.35
magma,0.35
nullify,0.31
overcoats,0.31
paleontologist,0.33
pandas,0.31
pedantic,0.31
providers,0.33
robotics,0.57
saddlebags,0.31
schizophrenics,0.31
scow,0.33
snifter,0.31
strikers,0.31
underachiever,0.31
chanted,0.33
cr,0.35
dumbwaiter,0.31
footballer,0.31
gofer,0.31
headmistress,0.31
islanders,0.39
kayak,0.51
knockwurst,0.35
norms,0.31
ovarian,0.33
riverboat,0.39
silt,0.33
smokehouse,0.35
stigmata,0.41
strongbox,0.31
stucco,0.37
swizzle,0.37
tought,0.31
tulle,0.35
tusks,0.31
underline,0.35
waders,0.31
batons,0.31
boff,0.37
contraceptive,0.33
decibels,0.31
frigate,0.35
gliders,0.33
kinsman,0.31
oscillator,0.35
pewter,0.35
prig,0.39
quilts,0.31
rutabaga,0.35
silos,0.31
stretchers,0.33
winery,0.33
Wl,0.90
apothecary,0.39
fete,0.31
gladness,0.31
headpiece,0.31
jesters,0.41
sheikh,0.59
wellness,0.41
cubits,0.31
filament,0.33
Memsahib,0.67
snowboarder,0.43
backstretch,0.31
begat,0.31
chee,0.39
corpuscle,0.31
deflector,0.33
felling,0.31
goalkeeper,0.31
massager,0.31
niblick,0.33
robins,0.37
twitches,0.33
dauphin,0.47
latchkey,0.31
fossa,0.57
statehood,0.31
lockout,0.31
Richard,73.82
August,10.20
Jews,10.20
Kyle,24.10
Bonjour,4.59
Fe,2.67
Apache,4.92
Ab,1.47
Basil,1.35
Baba,2.35
Watts,1.24
Revere,1.12
Hazel,1.08
Prohibition,1.20
Ch,0.80
Peekaboo,1.12
Watchers,0.98
Afro,1.12
Deacon,2.86
Huckleberry,0.86
Argumentative,0.75
Cypress,0.75
lastly,0.61
Almanac,0.84
Ultra,1.12
ins,0.53
propane,0.55
excluding,0.51
literacy,0.49
Bitte,0.71
braves,0.63
breakups,0.45
exports,0.51
Fielding,2.12
inasmuch,0.51
Ladyship,1.04
Nicks,0.71
Sellers,1.69
ambient,0.51
eighties,0.55
ideally,0.43
metamorphosis,0.55
Redwood,0.73
sledge,0.47
vanguard,0.51
avenging,0.45
Beastie,0.69
bellow,0.45
bide,0.55
clockwise,0.51
dialling,0.49
dickheads,0.41
divvy,0.43
oat,0.53
selfishly,0.41
Sen,1.41
Swivel,0.71
verily,0.57
abject,0.39
acquaint,0.39
collectibles,0.43
eloquently,0.41
Fourteenth,1.04
leveling,0.43
masterful,0.39
mightier,0.39
peacocks,0.45
periodic,0.41
sorrowful,0.39
stoic,0.41
waxy,0.39
appropriations,0.45
beckons,0.37
botany,0.39
brokenhearted,0.39
bullfrog,0.51
cakewalk,0.41
catnip,0.41
circulatory,0.45
collaborating,0.37
counterclockwise,0.43
diagnostics,0.43
dippy,0.41
fatally,0.37
Fawn,0.71
flopping,0.37
godlike,0.41
hammerhead,0.51
hetero,0.39
insubordinate,0.37
jerkin,0.37
macabre,0.37
meticulously,0.37
oblique,0.45
overturn,0.37
rectangular,0.43
relocating,0.37
res,0.53
scrounging,0.41
seminal,0.37
sickos,0.39
subterfuge,0.37
teaming,0.41
tooling,0.37
weightless,0.37
accessorize,0.35
accumulating,0.35
altruistic,0.35
amendments,0.37
arsehole,0.39
asphyxia,0.41
bubonic,0.41
cervix,0.41
comme,0.51
conformity,0.37
cutlery,0.35
detects,0.35
directional,0.37
dusky,0.41
everyplace,0.37
exposes,0.35
extremist,0.37
footnote,0.35
footsie,0.37
foreheads,0.35
freer,0.35
friendliest,0.39
gratuitous,0.35
grinds,0.35
halted,0.35
handsomer,0.37
honed,0.35
levity,0.37
liquidated,0.35
loaning,0.37
lollipops,0.39
looms,0.39
muddled,0.35
onwards,0.39
pariah,0.39
peruse,0.35
planetarium,0.39
porterhouse,0.67
prim,0.37
prolific,0.35
prophetic,0.41
quadrants,0.37
racially,0.37
raked,0.37
royals,0.43
ruthlessly,0.35
sharpshooters,0.45
shear,0.41
shriveled,0.35
simpatico,0.39
sleepers,0.39
snowfall,0.39
splice,0.39
splurge,0.37
stubby,0.49
sunbathing,0.37
supervisors,0.37
talons,0.55
tidbits,0.37
uproot,0.35
watermelons,0.37
apathetic,0.35
arbitrarily,0.33
baited,0.33
ballpoint,0.39
bookshelf,0.33
boosting,0.33
Bugler,1.14
bulldozers,0.43
castration,0.47
chalked,0.33
chica,0.55
clearest,0.35
clincher,0.33
coldness,0.33
comer,0.37
commented,0.33
condominium,0.33
conveniences,0.33
curlers,0.33
debtors,0.35
deflected,0.35
dietary,0.35
differentiate,0.33
domineering,0.33
doodling,0.35
enforcing,0.33
equalizer,0.41
escapades,0.33
fabricate,0.33
financier,0.33
forts,0.39
fostered,0.33
futuristic,0.33
geared,0.33
glimpses,0.33
grandmas,0.37
grooves,0.41
gunners,0.37
hairpin,0.35
hassles,0.33
hocked,0.35
illustrates,0.33
importing,0.35
inadequacy,0.33
incinerate,0.35
intervening,0.33
invades,0.33
killjoy,0.47
literate,0.33
lobbying,0.33
lodges,0.39
mightiest,0.33
mimicking,0.43
misinterpret,0.33
mullet,0.57
multimillionaire,0.33
numbness,0.35
ocular,0.41
onslaught,0.33
pangs,0.33
panned,0.33
paramilitary,0.39
pinches,0.33
playa,0.43
plundered,0.35
prodding,0.35
pumper,0.33
Pumpernickel,0.96
punishes,0.35
quell,0.33
quotation,0.35
reacquainted,0.35
rears,0.33
recited,0.33
recollections,0.35
reprogramming,0.35
rumoured,0.33
saddens,0.33
savour,0.39
scaled,0.33
shapely,0.35
shiftless,0.33
shrouded,0.33
slurs,0.35
sown,0.33
speculations,0.35
stewing,0.35
substandard,0.43
subvert,0.33
sugarcoat,0.33
sunflowers,0.47
syntax,0.35
tandem,0.35
tenuous,0.33
Ter,0.75
tidbit,0.33
toothbrushes,0.35
trampling,0.33
unclaimed,0.37
upstage,0.37
voracious,0.33
webbed,0.33
yardstick,0.33
adaptable,0.33
advocating,0.33
annuity,0.35
antidepressant,0.35
apocalyptic,0.35
aprons,0.35
artsy,0.33
befriended,0.33
braking,0.45
bungling,0.33
burgeoning,0.33
cameramen,0.35
caressed,0.33
carload,0.33
cartoonist,0.33
cathartic,0.35
citizenry,0.37
contenders,0.33
corsets,0.33
counseled,0.33
cronies,0.33
crumpet,0.33
demonstrative,0.35
denomination,0.35
diligently,0.35
doctoral,0.37
droop,0.33
edgewise,0.33
eggshell,0.45
elation,0.35
equip,0.33
eradicated,0.33
erases,0.33
erogenous,0.33
examines,0.35
fanned,0.33
femininity,0.39
fidgety,0.35
flippant,0.35
follicles,0.33
formulated,0.33
frailty,0.35
fruition,0.33
fuelled,0.35
gouging,0.35
gravestone,0.33
griddle,0.35
hallucinogenic,0.33
hamsters,0.39
handwritten,0.33
hemp,0.33
implode,0.33
incorrectly,0.33
infractions,0.33
inhibit,0.33
instigated,0.37
jeering,0.39
letdown,0.33
lightness,0.39
linguistic,0.35
looters,0.39
malevolent,0.35
mandible,0.59
martyred,0.33
mellowed,0.33
mermaids,0.39
mettle,0.33
mobsters,0.33
nags,0.37
palpitations,0.33
perpetuity,0.33
procured,0.33
profited,0.33
prologue,0.39
reactivate,0.37
recesses,0.33
reverses,0.33
rile,0.33
rockers,0.43
saintly,0.33
savagely,0.33
scammed,0.33
schmo,0.45
Seder,1.61
shipmate,0.33
smidge,0.33
smooch,0.47
snowplow,0.39
stifling,0.33
stilts,0.39
strengthens,0.33
substitutes,0.33
taffeta,0.37
tasked,0.33
tendons,0.35
tomfoolery,0.33
tucks,0.47
unassuming,0.33
unleaded,0.35
unloved,0.35
voyages,0.33
whirs,0.35
winded,0.35
workable,0.33
wringing,0.33
amplify,0.37
badder,0.39
barked,0.35
beneficiaries,0.33
blouses,0.37
blunts,0.35
buckling,0.35
cataracts,0.39
chirp,0.59
chronological,0.33
clawed,0.35
colorblind,0.33
coolness,0.35
crier,0.33
crystallized,0.37
decoding,0.35
decrypt,0.33
defaced,0.33
detonates,0.33
discrete,0.33
disinterested,0.35
dissolving,0.33
doohickey,0.33
earlobe,0.33
enamored,0.33
equestrian,0.39
exuberance,0.33
eyesore,0.35
faints,0.33
flit,0.49
foreskin,0.35
gams,0.35
goodly,0.37
hovered,0.35
hypoxic,0.37
intermediary,0.33
juveniles,0.33
manicures,0.33
manifestations,0.37
outgrew,0.33
palooka,0.33
panning,0.35
paycheque,0.33
pedophiles,0.39
piggies,0.47
poi,0.33
polarity,0.35
poser,0.33
predetermined,0.33
preside,0.33
progeny,0.35
rationed,0.33
reproduced,0.33
retains,0.35
roared,0.33
rounder,0.33
scalpels,0.35
scripted,0.33
snubbed,0.33
soldering,0.39
spearhead,0.35
staunch,0.35
stave,0.33
strangles,0.33
surfacing,0.33
surveying,0.33
swirls,0.33
testimonies,0.33
tootsies,0.33
trudging,0.37
warns,0.33
wildebeest,0.43
wisp,0.41
wooded,0.33
workforce,0.33
worshippers,0.35
activists,0.35
apartheid,0.37
baseless,0.33
Blanc,0.76
blazed,0.33
blighter,0.33
bloodsucker,0.35
braided,0.35
bulletins,0.33
cappuccinos,0.37
centipede,0.43
commuted,0.35
confining,0.35
crepes,0.35
dealerships,0.35
decrees,0.33
deductive,0.35
desecrated,0.33
developers,0.49
diagnoses,0.33
eggheads,0.37
fertilized,0.33
hissy,0.35
hunks,0.35
jobless,0.33
knave,0.37
lubricated,0.35
macaroons,0.43
massing,0.35
overheat,0.35
paleontology,0.41
portraying,0.33
quotient,0.33
radiologist,0.39
raunchy,0.35
reflux,0.35
regiments,0.33
rifleman,0.53
seesaw,0.43
shoplift,0.33
Snakeskin,0.69
sniffer,0.33
sorceress,0.35
sparklers,0.33
swarthy,0.39
tester,0.33
unescorted,0.33
vestibule,0.39
victimless,0.37
washcloth,0.37
wavelengths,0.33
wracked,0.33
burbs,0.33
chitlins,0.47
clergyman,0.33
condolence,0.33
contributor,0.35
crucifixes,0.35
dishonour,0.45
dishwashing,0.33
fam,0.37
fireplaces,0.35
fleets,0.35
goblet,0.37
insubstantial,0.35
intercepts,0.33
jumpsuits,0.33
liberally,0.33
lute,0.37
microprocessor,0.37
nitrates,0.37
organist,0.39
overbite,0.33
paisan,0.39
presenter,0.39
ramps,0.41
rathole,0.33
schnook,0.33
shorting,0.33
Spats,0.76
taters,0.37
tutored,0.33
unlocks,0.33
waistcoat,0.35
bebop,0.41
benefactors,0.33
billet,0.33
bronchitis,0.35
colonialism,0.33
cutlet,0.35
dialects,0.33
druggie,0.35
dullest,0.33
gored,0.33
hashish,0.45
henchman,0.33
hobble,0.35
infertility,0.39
inoculation,0.33
lasagne,0.39
odors,0.33
Pom,0.82
postpartum,0.37
prospector,0.59
rebelling,0.33
runes,0.39
sloping,0.35
speller,0.33
tho,0.51
ageing,0.33
cinematographer,0.33
groundskeeper,0.35
heliport,0.41
impersonators,0.33
paddock,0.33
polygamy,0.37
rewiring,0.33
seducer,0.39
storekeeper,0.33
toadstool,0.33
watertight,0.37
atypical,0.37
bandleader,0.33
clunky,0.35
muskrat,0.55
rabbis,0.45
sovereigns,0.35
townie,0.33
turbines,0.41
angers,0.37
antitoxin,0.35
bots,0.37
ennui,0.37
flasher,0.33
loons,0.33
pylons,0.35
roofer,0.33
scuttling,0.33
triathlon,0.43
lifespan,0.35
mynah,0.39
nutrient,0.37
protons,0.35
booklets,0.33
courtesan,0.33
eunuchs,0.39
gigolos,0.33
sunbeam,0.35
decathlon,0.39
mew,0.45
turtledove,0.33
yourn,0.33
faun,0.51
prefecture,0.33
shrimping,0.41
bannock,0.57
James,65.84
Kelly,56.39
Kim,30.16
Jewish,13.76
Deb,7.98
Barbie,4.29
Valium,2.73
Renaissance,2.20
Homer,6.67
Finch,4.02
Geographic,1.31
Hallmark,1.27
Grazie,2.18
Laurel,3.69
Hurray,1.69
Stooges,1.10
Wilder,2.08
Auf,1.39
Bueno,1.04
Wiedersehen,1.25
Kudos,0.86
Snickers,0.88
Emporium,0.86
Goddamnit,1.08
Sup,0.92
thankfully,0.69
Pong,1.61
Franks,1.94
Echelon,0.88
Temperance,0.78
nutcracker,0.71
Sphinx,1.02
presto,0.69
coincidentally,0.59
Haggard,1.10
Straits,1.04
Banning,1.04
cleanliness,0.61
coo,0.69
shockingly,0.53
Fester,2.69
longevity,0.55
Abbot,0.84
Duff,1.31
olds,0.47
Packers,0.75
sur,0.59
tattletale,0.53
chatterbox,0.45
eucalyptus,0.49
goodie,0.49
hushed,0.49
shins,0.49
Tot,1.06
ibuprofen,0.47
sans,0.47
scone,0.49
thunderclap,0.57
volley,0.47
walkers,0.51
aquatic,0.55
dank,0.55
Iceman,1.35
lounging,0.41
poppers,0.51
rewritten,0.43
sterilize,0.47
stewed,0.43
unsanitary,0.41
agile,0.39
alienation,0.43
blatantly,0.47
blazers,0.59
busboys,0.47
citadel,0.45
clod,0.41
cobalt,0.59
cycling,0.39
departs,0.43
Flounder,0.84
greaseball,0.41
hails,0.43
hombres,0.39
inefficient,0.41
informers,0.39
inquisition,0.43
kismet,0.45
knickknacks,0.39
median,0.39
Mer,0.78
naturel,0.43
oftentimes,0.39
overactive,0.39
pleas,0.39
plucking,0.41
rainmaker,0.45
remedial,0.39
roomy,0.39
roundabout,0.43
Saddles,0.73
saffron,0.61
siesta,0.49
softy,0.41
thrice,0.51
triples,0.43
unadulterated,0.39
yucky,0.43
abnormally,0.39
abstain,0.51
alternating,0.41
amended,0.37
angling,0.43
Apex,0.84
ballsy,0.39
carnivore,0.37
chatted,0.37
clogs,0.41
clove,0.51
collegiate,0.49
colts,0.51
computing,0.43
conducts,0.39
contours,0.39
cooing,0.47
custodial,0.39
depose,0.41
fable,0.39
fittings,0.39
fodder,0.37
framework,0.39
gambit,0.37
gelding,0.41
glorify,0.37
grandmama,0.45
gunplay,0.41
hangovers,0.37
harden,0.55
hardens,0.37
horseradish,0.49
imprints,0.37
indicators,0.37
kinetic,0.63
legitimately,0.41
lurk,0.41
magnificence,0.65
miser,0.49
moneymaker,0.37
negligible,0.39
nutritional,0.39
overcharge,0.37
overriding,0.39
peepers,0.45
personalized,0.37
precarious,0.39
pronouncing,0.37
reassemble,0.37
recreating,0.37
rusting,0.37
scalding,0.39
smirking,0.37
surrenders,0.37
swarms,0.43
unconditionally,0.39
uncovering,0.41
zeroed,0.39
absentee,0.35
advocated,0.35
amply,0.35
analysing,0.37
auctions,0.41
blithering,0.35
blossomed,0.35
bluer,0.49
boondocks,0.37
boozer,0.35
bratwurst,0.47
butterscotch,0.49
clauses,0.39
clothesline,0.41
compiling,0.35
congregate,0.35
conjuring,0.37
contaminating,0.35
convicting,0.37
corresponds,0.35
crescendo,0.49
cyclone,0.47
decapitate,0.37
decoys,0.43
deference,0.37
demean,0.35
depicting,0.37
disinfect,0.39
disservice,0.35
dissipated,0.35
emits,0.35
eras,0.41
escapade,0.35
exorbitant,0.35
explicitly,0.35
facets,0.35
fixable,0.39
flanking,0.39
fullback,0.43
girlies,0.35
giveth,0.37
graced,0.35
grander,0.39
grandiose,0.41
hankie,0.41
hapless,0.39
heartthrob,0.37
immodest,0.35
immortals,0.47
impunity,0.35
incidence,0.35
jiff,0.51
labelled,0.35
missis,0.43
neater,0.37
negate,0.35
oft,0.41
omitted,0.35
oodles,0.45
opportunist,0.35
orderlies,0.37
outlast,0.37
pampering,0.37
patrolmen,0.39
pats,0.39
perimeters,0.37
petri,0.41
pinot,0.63
postmark,0.37
prattle,0.37
profess,0.35
professions,0.37
profiting,0.35
propagate,0.37
protestors,0.39
quotas,0.37
ragging,0.37
raring,0.39
rebelled,0.37
recognizance,0.35
remarked,0.35
requisite,0.37
retroactive,0.39
scavengers,0.39
shuffleboard,0.39
slated,0.37
sobering,0.37
solicited,0.35
spewing,0.37
sprinkling,0.39
strengthened,0.35
stupor,0.37
swarmed,0.35
tactile,0.35
tarry,0.45
tastefully,0.37
terrifies,0.35
totals,0.35
tracheotomy,0.37
unchecked,0.37
underfoot,0.35
unintentionally,0.39
unrequited,0.43
unsightly,0.37
upheld,0.37
upshot,0.39
vapors,0.35
vigilantes,0.57
voiced,0.35
wallflower,0.41
wets,0.35
whizzing,0.43
ancients,0.49
anthropological,0.51
arranges,0.35
bastion,0.35
